Course,Title,Quarter,Year,Day and Time,Instructor,Total Enrollment after  Phase 1,Seats Available after Phase 1,Phase 1 Price,Total Enrollment after  Phase 2,Seats Available after Phase 2,Phase 2 Price,Total Enrollment after  Phase 1 New Students,Seats Available after Phase 1 New Students,Phase 1 New Students Price,Total Enrollment after  Phase 2 New Students,Seats Available after Phase 2 New Students,Phase 2 New Students Price,Total Enrollment after  Phase 3,Seats Available after Phase 3,Phase 3 Price,Total Enrollment after  Phase 4,Seats Available after Phase 4,Phase 4 Price
30000-82,Financial Accounting,Spring,2017,"Friday, 6:00 -  9:00","Nikolaev, Valeri",13,52,0,14,51,0,18,47,0,17,48,N/A,16,49,0,15,50,N/A
30000-85,Financial Accounting,Spring,2017,"Saturday, 9:00 - 12:00","Nikolaev, Valeri",9,56,0,8,57,N/A,30,35,0,22,43,0,27,38,0,25,40,N/A
30001-01,Cost Analysis and Internal Controls,Spring,2017,"Thursday, 8:30 - 11:30","Labro, Eva",65,CLO,388,65,CLO,3975,65,CLO,N/A,65,CLO,N/A,65,CLO,1616,65,CLO,4
30001-81,Cost Analysis and Internal Controls,Spring,2017,"Wednesday, 6:00 -  9:00","Labro, Eva",24,41,0,33,32,0,37,28,0,36,29,N/A,65,CLO,509,65,CLO,9000
30117-01,Accounting and Financial Analysis II,Spring,2017,"Monday, Wednesday, 8:30 -  9:50","Fitzgerald, Kathleen",65,CLO,1,65,CLO,3512,65,CLO,N/A,65,CLO,N/A,60,5,0,59,6,0
30117-85,Accounting and Financial Analysis II,Spring,2017,"Saturday, 1:30 -  4:30","Fitzgerald, Kathleen",36,29,0,34,31,0,35,30,0,35,30,N/A,41,24,0,44,21,0
30118-01,Taxes and Business Strategy,Spring,2017,"Thursday, 8:30 - 11:30","Weiss, Ira",70,CLO,2912,70,CLO,8156,70,CLO,N/A,70,CLO,N/A,70,CLO,12309,70,CLO,N/A
30118-81,Taxes and Business Strategy,Spring,2017,"Thursday, 6:00 -  9:00","Weiss, Ira",56,9,0,51,14,0,53,12,0,52,13,N/A,65,CLO,4117,65,CLO,6000
30130-81,Financial Statement Analysis,Spring,2017,"Friday, 6:00 -  9:00","Hand, John",53,12,0,52,13,0,54,11,0,54,11,N/A,65,CLO,740,63,2,0
30130-85,Financial Statement Analysis,Spring,2017,"Saturday, 9:00 - 12:00","Hand, John",40,25,0,35,30,0,38,27,0,38,27,N/A,48,17,0,49,16,0
30600-60,Workshop in Accounting Research,Spring,2017,"Thursday, 1:20 -  2:50","Minnis, Michael;Nikolaev, Valeri",8,57,0,8,57,N/A,8,57,N/A,8,57,N/A,8,57,N/A,8,57,N/A
30902-50,Empirical Research in Accounting,Spring,2017,"Thursday, 8:30 - 11:30","Ball, Ray",5,60,0,5,60,N/A,5,60,N/A,5,60,N/A,5,60,N/A,5,60,N/A
33001-81,Microeconomics,Spring,2017,"Wednesday, 6:00 -  9:00","Shivakumar, Ram",56,9,0,54,11,N/A,65,CLO,1050,65,CLO,2299,65,CLO,N/A,65,CLO,N/A
33001-82,Microeconomics,Spring,2017,"Friday, 6:00 -  9:00","Shivakumar, Ram",18,47,0,18,47,N/A,34,31,0,35,30,0,38,27,0,39,26,0
33001-85,Microeconomics,Spring,2017,"Saturday, 9:00 - 12:00","Shivakumar, Ram",22,43,0,22,43,0,55,10,0,55,10,0,61,4,0,61,4,0
33032-01,Managing the Workplace,Spring,2017,"Tuesday, 1:30 -  4:30","Prendergast, Canice",70,CLO,9000,70,CLO,17261,70,CLO,N/A,70,CLO,N/A,70,CLO,N/A,70,CLO,N/A
33032-81,Managing the Workplace,Spring,2017,"Monday, 6:00 -  9:00","Prendergast, Canice",65,CLO,4000,65,CLO,4001,65,CLO,N/A,65,CLO,N/A,65,CLO,841,65,CLO,9865
33032-85,Managing the Workplace,Spring,2017,"Saturday, 9:00 - 12:00","Prendergast, Canice",56,9,0,49,16,0,51,14,0,50,15,N/A,65,CLO,3333,65,CLO,5765
33040-01,Macroeconomics,Spring,2017,"Thursday, 8:30 - 11:30","Winberry, Thomas",41,24,0,62,3,0,62,3,N/A,62,3,N/A,61,4,0,64,1,0
33040-02,Macroeconomics,Spring,2017,"Thursday, 1:30 -  4:30","Winberry, Thomas",61,4,0,65,CLO,1501,65,CLO,N/A,65,CLO,N/A,65,CLO,402,64,1,0
33040-81,Macroeconomics,Spring,2017,"Thursday, 6:00 -  9:00","Winberry, Thomas",36,29,0,28,37,0,30,35,0,30,35,N/A,34,31,0,36,29,0
33222-81,Sports Analytics,Spring,2017,"Tuesday, 6:00 -  9:00","Huizinga, John;Murphy, Kevin",33,7,0,40,CLO,100,40,CLO,N/A,40,CLO,N/A,39,1,0,38,2,N/A
33305-01,The Firm and the Non-Market Environment,Spring,2017,"Friday, 8:30 - 11:30","Bertrand, Marianne",70,CLO,4629,70,CLO,20459,70,CLO,N/A,70,CLO,N/A,70,CLO,N/A,70,CLO,N/A
33305-02,The Firm and the Non-Market Environment,Spring,2017,"Friday, 1:30 -  4:30","Bertrand, Marianne",70,CLO,7000,70,CLO,N/A,70,CLO,N/A,70,CLO,N/A,70,CLO,N/A,70,CLO,N/A
33305-81,The Firm and the Non-Market Environment,Spring,2017,"Thursday, 6:00 -  9:00","Bertrand, Marianne",70,CLO,2651,70,CLO,4789,70,CLO,N/A,70,CLO,N/A,70,CLO,26533,70,CLO,19217
33314-01,Big Problems,Spring,2017,"Tuesday, 8:30 - 11:30","Malani, Anup;Murphy, Kevin;Topel, Robert;Weisbach, David",16,CLO,11495,16,CLO,33690,16,CLO,N/A,16,CLO,N/A,16,CLO,N/A,16,CLO,N/A
33401-01,Money and Banking,Spring,2017,"Tuesday, 1:30 -  4:30","Kroszner, Randall",65,CLO,500,65,CLO,8360,65,CLO,N/A,65,CLO,N/A,65,CLO,12356,65,CLO,11205
33401-02,Money and Banking,Spring,2017,"Wednesday, 1:30 -  4:30","Kroszner, Randall",65,CLO,51,65,CLO,11553,65,CLO,N/A,65,CLO,N/A,65,CLO,N/A,65,CLO,N/A
33401-81,Money and Banking,Spring,2017,"Tuesday, 6:00 -  9:00","Kroszner, Randall",65,CLO,983,65,CLO,6600,65,CLO,N/A,65,CLO,N/A,65,CLO,18605,65,CLO,17927
33402-01,Understanding Central Banks,Spring,2017,"Tuesday, 8:30 - 11:30","Kashyap, Anil",43,22,0,48,17,0,48,17,N/A,48,17,N/A,44,21,0,40,25,0
33402-81,Understanding Central Banks,Spring,2017,"Tuesday, 6:00 -  9:00","Kashyap, Anil",18,47,0,19,46,0,19,46,N/A,19,46,N/A,19,46,0,19,46,0
33451-81,Real Estate Investments II,Spring,2017,"Thursday, 6:00 -  9:00","Pagliari, Joseph",27,38,0,31,34,0,31,34,N/A,31,34,N/A,33,32,0,30,35,0
33471-01,"Business, Politics, and Ethics",Spring,2017,"Thursday, 1:30 -  4:30","Barry, Brian",42,CLO,1000,42,CLO,13719,42,CLO,N/A,42,CLO,N/A,42,CLO,4234,42,CLO,3596
33471-81,"Business, Politics, and Ethics",Spring,2017,"Thursday, 6:00 -  9:00","Barry, Brian",20,22,0,17,25,0,17,25,N/A,17,25,N/A,30,12,0,40,2,0
33502-01,International Financial Policy,Spring,2017,"Thursday, 8:30 - 11:30","Kekre, Rohan",30,35,0,35,30,0,35,30,N/A,35,30,N/A,31,34,0,32,33,0
33502-81,International Financial Policy,Spring,2017,"Thursday, 6:00 -  9:00","Kekre, Rohan",11,29,0,12,28,0,12,28,N/A,12,28,N/A,12,28,0,11,29,0
33610-60,Applied Economics Workshop,Spring,2017,"Wednesday, 1:20 -  2:50","Budish, Eric;Wollmann, Thomas",1,64,0,2,63,0,2,63,N/A,2,63,N/A,2,63,N/A,10,55,N/A
33650-60,Workshop in Macro and International Economics,Spring,2017,"Monday,11:45 -  1:15","Dingel, Jonathan;Guerrieri, Veronica;Vavra, Joseph",0,65,N/A,1,64,0,1,64,N/A,1,64,N/A,11,54,0,11,54,N/A
33701-01,Energy Policy Practicum,Spring,2017,"Wednesday, 8:30 - 11:30","Topel, Robert",10,4,416,10,4,N/A,10,4,N/A,10,4,N/A,10,4,N/A,14,CLO,N/A
33923-50,Advanced Industrial Organization III,Spring,2017,"Thursday, 1:30 -  4:30","Carlton, Dennis",2,63,0,2,63,N/A,2,63,N/A,2,63,N/A,2,63,N/A,7,58,N/A
33948-50,Financial Markets in the Macroeconomy,Spring,2017,"Tuesday, 1:30 -  2:50","Guerrieri, Veronica",1,64,0,1,64,N/A,1,64,N/A,1,64,N/A,6,59,N/A,6,59,N/A
33949-50,Applied Macroeconomics: Heterogeneity and Macro,Spring,2017,"Tuesday, 3:30 -  6:30","Vavra, Joseph",2,22,0,2,22,N/A,2,22,N/A,2,22,N/A,6,18,N/A,7,17,N/A
34101-01,Entrepreneurial Finance and Private Equity,Spring,2017,"Thursday, 8:30 - 11:30","Meadow, Scott",65,CLO,401,65,CLO,10000,65,CLO,N/A,65,CLO,N/A,65,CLO,13450,65,CLO,2088
34101-02,Entrepreneurial Finance and Private Equity,Spring,2017,"Wednesday, 8:30 - 11:30","Zwick, Eric",50,15,0,62,3,0,62,3,N/A,62,3,N/A,59,6,0,59,6,0
34101-81,Entrepreneurial Finance and Private Equity,Spring,2017,"Wednesday, 6:00 -  9:00","Zwick, Eric",43,22,0,40,25,0,40,25,N/A,40,25,N/A,47,18,0,46,19,0
34102-01,New Venture Strategy,Spring,2017,"Thursday, 1:30 -  4:30","Schrager, James",65,CLO,4009,65,CLO,14111,65,CLO,N/A,65,CLO,N/A,65,CLO,13000,65,CLO,N/A
34102-81,New Venture Strategy,Spring,2017,"Tuesday, 6:00 -  9:00","Bunch, Gregory",65,CLO,945,65,CLO,1100,65,CLO,N/A,65,CLO,N/A,65,CLO,6688,65,CLO,7653
34103-01,Building the New Venture,Spring,2017,"Wednesday, 1:30 -  4:30","Lyman, Lindsey",45,CLO,4021,45,CLO,10738,45,CLO,N/A,45,CLO,N/A,45,CLO,N/A,45,CLO,4443
34111-81,Entrepreneurial Selling,Spring,2017,"Monday, 6:00 -  9:00","Alter, Michael",62,3,0,65,CLO,3333,65,CLO,N/A,65,CLO,N/A,65,CLO,3300,65,CLO,4500
34112-81,Impact Investing ⑤,Spring,2017,"Wednesday, 6:00 -  9:00","Axelrad, Brian;Gertner, Robert",36,29,0,40,25,2754,45,20,N/A,45,20,N/A,44,21,0,44,21,0
35000-01,Investments,Spring,2017,"Monday, 1:30 -  4:30","Hassan, Tarek",53,12,0,61,4,0,61,4,N/A,61,4,N/A,65,CLO,400,65,CLO,4049
35000-81,Investments,Spring,2017,"Monday, 6:00 -  9:00","Hassan, Tarek",65,CLO,1200,65,CLO,5555,65,CLO,N/A,65,CLO,N/A,65,CLO,3111,65,CLO,N/A
35120-01,Portfolio Management,Spring,2017,"Friday, 8:30 - 11:30","Pastor, Lubos",21,44,0,23,42,0,23,42,N/A,23,42,N/A,23,42,0,23,42,0
35120-02,Portfolio Management,Spring,2017,"Friday, 1:30 -  4:30","Pastor, Lubos",30,35,0,41,24,0,41,24,N/A,41,24,N/A,39,26,0,36,29,0
35120-81,Portfolio Management,Spring,2017,"Friday, 6:00 -  9:00","Pastor, Lubos",65,CLO,100,65,CLO,612,65,CLO,N/A,65,CLO,N/A,62,3,0,62,3,0
35121-01,Behavioral Finance,Spring,2017,"Wednesday, 1:30 -  4:30","Hartzmark, Samuel",37,28,0,39,26,0,39,26,N/A,39,26,N/A,35,30,0,34,31,0
35121-85,Behavioral Finance,Spring,2017,"Saturday, 9:00 - 12:00","Hartzmark, Samuel",42,23,0,42,23,0,42,23,N/A,43,22,0,40,25,0,41,24,0
35140-81,Wealth and Family Enterprise Management,Spring,2017,"Monday, 6:00 -  9:00","Heaton, John;Lucas, Stuart",40,CLO,3178,40,CLO,15000,40,CLO,N/A,40,CLO,N/A,40,CLO,4000,40,CLO,6767
35200-01,Corporation Finance,Spring,2017,"Monday, 8:30 - 11:30","Kempf, Elisabeth",65,CLO,0,65,CLO,3101,65,CLO,N/A,65,CLO,N/A,65,CLO,12362,65,CLO,1000
35200-02,Corporation Finance,Spring,2017,"Monday, 1:30 -  4:30","Shue, Kelly",65,CLO,3457,65,CLO,10189,65,CLO,N/A,65,CLO,N/A,65,CLO,4002,65,CLO,N/A
35200-81,Corporation Finance,Spring,2017,"Monday, 6:00 -  9:00","Shue, Kelly",65,CLO,250,64,1,0,64,1,N/A,64,1,N/A,65,CLO,11500,65,CLO,9336
35200-85,Corporation Finance,Spring,2017,"Saturday, 1:30 -  4:30","Kempf, Elisabeth",59,6,0,58,7,0,58,7,N/A,58,7,N/A,65,CLO,0,65,CLO,0
35201-01,Cases in Financial Management,Spring,2017,"Tuesday, 8:30 - 11:30","Rock, Kevin",24,41,0,26,39,0,26,39,N/A,26,39,N/A,26,39,0,26,39,N/A
35201-02,Cases in Financial Management,Spring,2017,"Tuesday, 1:30 -  4:30","Rock, Kevin",21,44,0,26,39,0,26,39,N/A,26,39,N/A,30,35,0,25,40,0
35202-01,Financial Markets and Institutions,Spring,2017,"Wednesday, 1:30 -  4:30","Diamond, Douglas",53,12,0,65,CLO,1,65,CLO,N/A,65,CLO,N/A,59,6,0,60,5,0
35202-81,Financial Markets and Institutions,Spring,2017,"Tuesday, 6:00 -  9:00","Diamond, Douglas",34,31,0,28,37,0,28,37,N/A,28,37,N/A,36,29,0,38,27,0
35213-01,Emerging Markets Finance and Entrepreneurship,Spring,2017,"Thursday, 8:30 - 11:30","Ponticelli, Jacopo",65,CLO,3,65,CLO,4847,65,CLO,N/A,65,CLO,N/A,65,CLO,5674,65,CLO,8310
35600-60,Seminar: Finance,Spring,2017,"Tuesday, 1:20 -  2:50","Giglio, Stefano;Sufi, Amir",7,58,0,8,57,0,8,57,N/A,8,57,N/A,12,53,0,13,52,0
35601-60,Applied Theory Workshop,Spring,2017,"Tuesday, 3:30 -  5:00","Frankel, Alexander",0,65,N/A,0,65,N/A,0,65,N/A,0,65,N/A,0,65,N/A,0,65,N/A
35903-50,Theory of Financial Decisions III,Spring,2017,"Tuesday, 8:30 - 11:30","Sufi, Amir;Zingales, Luigi",5,17,0,5,17,N/A,5,17,N/A,5,17,N/A,12,10,0,12,10,N/A
35906-50,Behavioral Finance,Spring,2017,"Wednesday, 8:30 - 11:30","Hartzmark, Samuel;Shue, Kelly",4,61,0,4,61,N/A,4,61,N/A,4,61,N/A,5,60,0,5,60,N/A
35913-50,Advanced Theory of Corporate Finance and Capital Markets,Spring,2017,"Monday, 1:30 -  4:30","He, Zhiguo",3,62,0,3,62,N/A,3,62,N/A,3,62,N/A,10,55,N/A,10,55,N/A
35915-50,International Macroeconomics and Finance,Spring,2017,"Tuesday, 3:30 -  6:30","Hassan, Tarek",2,63,0,2,63,N/A,2,63,N/A,2,63,N/A,6,59,0,7,58,0
35916-50,New Developments in Public Finance,Spring,2017,"Monday, Wednesday, 9:00 - 10:20","Mahoney, Neale;Zidar, Owen;Zimmerman, Seth;Zwick, Eric",3,37,0,1,39,N/A,1,39,N/A,1,39,N/A,11,29,0,12,28,0
35932-50,Research Seminar,Spring,2017,,"Kelly, Bryan;Uhlig, Harald;Zwick, Eric",0,20,N/A,1,19,0,1,19,N/A,1,19,N/A,1,19,N/A,2,18,0
36106-01,Managerial Decision Modeling,Spring,2017,"Monday, 1:30 -  4:30","Gupta, Varun",45,CLO,0,45,CLO,2111,45,CLO,N/A,45,CLO,N/A,38,7,0,36,9,0
36106-02,Managerial Decision Modeling,Spring,2017,"Thursday, 8:30 - 11:30","Sandikçi, Burhaneddin",45,CLO,3400,45,CLO,5017,45,CLO,N/A,45,CLO,N/A,45,CLO,3503,45,CLO,N/A
36106-81,Managerial Decision Modeling,Spring,2017,"Monday, 6:00 -  9:00","Gupta, Varun",15,30,0,13,32,N/A,13,32,N/A,14,31,0,24,21,0,27,18,0
36106-82,Managerial Decision Modeling,Spring,2017,"Thursday, 6:00 -  9:00","Sandikçi, Burhaneddin",36,9,0,36,9,0,42,3,0,42,3,N/A,45,CLO,3233,45,CLO,3800
36106-85,Managerial Decision Modeling,Spring,2017,"Saturday, 9:00 - 12:00","Sandikçi, Burhaneddin",23,22,0,21,24,0,21,24,N/A,22,23,0,36,9,0,40,5,0
36110-01,Application Development,Spring,2017,"Thursday, 1:30 -  4:30","Eisenstein, Donald",30,CLO,6037,30,CLO,N/A,30,CLO,N/A,30,CLO,N/A,30,CLO,9914,30,CLO,10000
36110-81,Application Development,Spring,2017,"Wednesday, 6:00 -  9:00","Eisenstein, Donald",30,CLO,60,28,2,0,28,2,N/A,28,2,N/A,30,CLO,10997,30,CLO,17083
36600-60,Workshop in Operations/Management Science,Spring,2017,"Tuesday,12:10 -  1:20","Zhong, Yuan",0,65,N/A,0,65,N/A,0,65,N/A,0,65,N/A,1,64,0,1,64,N/A
36902-50,Dynamic Programming/Markov Decision Processes,Spring,2017,"Friday, 8:30 - 11:30","Caldentey, Rene",3,17,0,4,16,0,4,16,N/A,4,16,N/A,4,16,N/A,4,16,N/A
36908-50,Networks II ⑤,Spring,2017,"Friday, 3:00 -  6:00","Candogan, Ozan",5,15,0,6,14,0,6,14,N/A,6,14,N/A,6,14,0,6,14,N/A
37000-01,Marketing Strategy,Spring,2017,"Thursday, 8:30 - 11:30","Rao, Anita",46,19,0,59,6,0,59,6,N/A,59,6,N/A,57,8,0,59,6,0
37103-01,Data-Driven Marketing,Spring,2017,"Wednesday, 1:30 -  4:30","Hitsch, Günter",65,CLO,5005,65,CLO,16000,65,CLO,N/A,65,CLO,N/A,65,CLO,N/A,65,CLO,N/A
37103-81,Data-Driven Marketing,Spring,2017,"Wednesday, 6:00 -  9:00","Hitsch, Günter",39,26,0,44,21,0,45,20,0,44,21,N/A,65,CLO,4200,65,CLO,19642
37202-01,Pricing Strategies,Spring,2017,"Thursday, 1:30 -  4:30","Dubé, Jean-Pierre",70,CLO,17022,70,CLO,26522,70,CLO,N/A,70,CLO,N/A,70,CLO,N/A,70,CLO,N/A
37202-81,Pricing Strategies,Spring,2017,"Thursday, 6:00 -  9:00","Dubé, Jean-Pierre",70,CLO,3895,70,CLO,6050,70,CLO,N/A,70,CLO,N/A,70,CLO,22004,70,CLO,19521
37202-85,Pricing Strategies,Spring,2017,"Saturday, 9:00 - 12:00","Dubé, Jean-Pierre",70,CLO,6000,70,CLO,10000,70,CLO,N/A,70,CLO,N/A,70,CLO,20796,70,CLO,19689
37304-01,Digital and Algorithmic Marketing,Spring,2017,"Monday, 1:30 -  4:30","Misra, Sanjog",28,37,0,37,28,0,37,28,N/A,37,28,N/A,40,25,0,43,22,0
37304-81,Digital and Algorithmic Marketing,Spring,2017,"Monday, 6:00 -  9:00","Misra, Sanjog",18,47,0,18,47,0,18,47,N/A,18,47,N/A,18,47,0,25,40,0
37601-60,Marketing Workshop,Spring,2017,"Tuesday,10:40 - 12:00","Dietvorst, Berkeley;Urminsky, Oleg",8,57,0,8,57,N/A,8,57,N/A,8,57,N/A,9,56,0,9,56,N/A
37903-50,Adv Mktg Theory: Behavioral Science Approach,Spring,2017,"Thursday, 9:00 - 12:00","Bartels, Daniel;Urminsky, Oleg",1,64,0,1,64,N/A,1,64,N/A,1,64,N/A,2,63,0,2,63,N/A
37904-50,Advanced Quantitative Marketing,Spring,2017,"Monday, 1:30 -  4:30","Dubé, Jean-Pierre;Hitsch, Günter",4,15,0,4,15,N/A,4,15,N/A,4,15,N/A,5,14,0,6,13,N/A
37906-50,Applied Bayesian Econometrics,Spring,2017,"Friday, 9:00 - 12:00","Misra, Sanjog",7,33,0,7,33,N/A,7,33,N/A,7,33,N/A,8,32,0,8,32,N/A
38002-01,Managerial Decision Making,Spring,2017,"Thursday, 8:30 - 11:30","Gandhi, Linnea",44,21,0,59,6,0,54,11,N/A,54,11,N/A,62,3,0,65,CLO,762
38002-02,Managerial Decision Making,Spring,2017,"Friday, 8:30 - 11:30","Gandhi, Linnea",14,51,0,24,41,0,21,44,N/A,21,44,N/A,26,39,0,32,33,0
38002-85,Managerial Decision Making,Spring,2017,"Saturday, 1:30 -  4:30","Gandhi, Linnea",65,CLO,601,63,2,0,65,CLO,1501,65,CLO,N/A,65,CLO,500,65,CLO,3000
38003-01,Power and Influence in Organizations,Spring,2017,"Tuesday, 1:30 -  4:30","Nussbaum, A.",65,CLO,2650,65,CLO,10000,65,CLO,N/A,65,CLO,N/A,65,CLO,5000,65,CLO,3020
38003-81,Power and Influence in Organizations,Spring,2017,"Tuesday, 6:00 -  9:00","Nussbaum, A.",65,CLO,200,58,7,0,59,6,0,62,3,0,65,CLO,7878,65,CLO,12130
38101-81,Persuasion: Effective Business Communication ⑤,Spring,2017,"Wednesday, 6:00 -  9:00","Weitzman, Hal",32,4,0,35,1,0,35,1,N/A,35,1,N/A,36,CLO,21257,36,CLO,13953
38103-01,Strategies and Processes of Negotiation,Spring,2017,"Tuesday, 1:30 -  4:30","Ginzel, Linda",55,CLO,3054,55,CLO,10863,55,CLO,N/A,55,CLO,N/A,55,CLO,12023,55,CLO,N/A
38103-02,Strategies and Processes of Negotiation,Spring,2017,"Wednesday, 1:30 -  4:30","Ginzel, Linda",55,CLO,3031,55,CLO,4751,55,CLO,N/A,55,CLO,N/A,55,CLO,N/A,55,CLO,10281
38103-03,Strategies and Processes of Negotiation,Spring,2017,"Thursday, 1:30 -  4:30","Bryan, Christopher",55,CLO,0,55,CLO,4219,55,CLO,N/A,55,CLO,N/A,55,CLO,8372,55,CLO,10000
38103-81,Strategies and Processes of Negotiation,Spring,2017,"Wednesday, 6:00 -  9:00","Ginzel, Linda",55,CLO,2602,55,CLO,5000,55,CLO,N/A,55,CLO,N/A,55,CLO,9007,55,CLO,N/A
38103-82,Strategies and Processes of Negotiation,Spring,2017,"Thursday, 6:00 -  9:00","Bryan, Christopher",32,23,0,34,21,0,37,18,0,38,17,0,55,CLO,0,55,CLO,300
38103-85,Strategies and Processes of Negotiation,Spring,2017,"Saturday, 1:30 -  4:30","Bryan, Christopher",55,CLO,3700,55,CLO,7100,55,CLO,N/A,55,CLO,N/A,55,CLO,8000,55,CLO,7000
38105-01,Advanced Negotiations,Spring,2017,"Wednesday, 8:30 - 11:30","Wu, George",40,CLO,4181,40,CLO,19011,40,CLO,N/A,40,CLO,N/A,40,CLO,2532,40,CLO,N/A
38105-02,Advanced Negotiations,Spring,2017,"Wednesday, 1:30 -  4:30","Wu, George",40,CLO,3110,40,CLO,N/A,40,CLO,N/A,40,CLO,N/A,40,CLO,5835,40,CLO,13068
38105-81,Advanced Negotiations,Spring,2017,"Wednesday, 6:00 -  9:00","Wu, George",34,6,0,36,4,0,36,4,N/A,36,4,N/A,40,CLO,11384,40,CLO,N/A
38115-85,Ethics of Business,Spring,2017,"Saturday, 1:30 -  4:30","Rollert, John",33,32,0,34,31,0,40,25,0,40,25,0,38,27,0,34,31,0
38116-01,Leading and Managing Teams,Spring,2017,"Tuesday, 1:30 -  4:30","Lucas, Brian",40,CLO,950,40,CLO,9680,40,CLO,N/A,40,CLO,N/A,40,CLO,7100,40,CLO,N/A
38116-81,Leading and Managing Teams,Spring,2017,"Tuesday, 6:00 -  9:00","Lucas, Brian",40,CLO,9,37,3,0,39,1,0,39,1,N/A,40,CLO,6641,40,CLO,N/A
38601-60,Workshop in Behavioral Science,Spring,2017,"Monday,10:10 - 11:30","Bryan, Christopher;Shah, Anuj",4,61,0,4,61,N/A,4,61,N/A,4,61,N/A,4,61,N/A,5,60,0
38902-50,Current Topics in Behavioral Science II,Spring,2017,"Wednesday, 1:30 -  4:30","Fishbach, Ayelet;Talhelm, Thomas",6,14,0,6,14,N/A,6,14,N/A,6,14,N/A,6,14,N/A,10,10,N/A
39001-01,Strategy and Structure: Markets and Organizations,Spring,2017,"Wednesday, 1:30 -  4:30","Pontikes, Elizabeth",54,11,0,65,CLO,301,65,CLO,N/A,65,CLO,N/A,65,CLO,6999,65,CLO,3491
39002-01,Strategic Leadership,Spring,2017,"Friday, 8:30 - 11:30","Burrows, John",26,39,0,43,22,0,42,23,N/A,42,23,N/A,43,22,0,50,15,0
39002-81,Strategic Leadership,Spring,2017,"Wednesday, 6:00 -  9:00","Burrows, John",38,27,0,32,33,0,41,24,0,39,26,0,65,CLO,94,65,CLO,12115
39100-01,Augmented Intelligence ⑤,Spring,2017,"Wednesday, 1:30 -  4:30","Evans, James",65,CLO,1,65,CLO,1111,65,CLO,N/A,65,CLO,N/A,65,CLO,538,65,CLO,6666
39100-02,Augmented Intelligence ⑤,Spring,2017,"Wednesday, 1:30 -  4:30","Evans, James",28,37,0,45,20,0,45,20,N/A,45,20,N/A,50,15,0,57,8,0
39101-85,Technology Strategy,Spring,2017,"Saturday, 9:00 - 12:00","Knez, Marc",35,30,0,36,29,0,37,28,0,37,28,N/A,63,2,0,65,CLO,987
39600-60,Workshop in Organizations and Markets,Spring,2017,"Tuesday, 3:00 -  4:30","Burt, Ronald",0,65,N/A,0,65,N/A,0,65,N/A,0,65,N/A,0,65,N/A,0,65,N/A
40000-01,Operations Management: Business Process Fundamentals,Spring,2017,"Friday, 1:30 -  4:30","Belavina, Elena",64,1,0,65,CLO,2009,65,CLO,N/A,65,CLO,N/A,65,CLO,2661,65,CLO,10
40000-02,Operations Management: Business Process Fundamentals,Spring,2017,"Wednesday, 1:30 -  4:30","Zhong, Yuan",65,CLO,600,65,CLO,4052,65,CLO,N/A,65,CLO,N/A,65,CLO,2101,65,CLO,890
40000-81,Operations Management: Business Process Fundamentals,Spring,2017,"Friday, 6:00 -  9:00","Belavina, Elena",59,6,0,58,7,0,60,5,0,60,5,N/A,58,7,0,64,1,0
40000-82,Operations Management: Business Process Fundamentals,Spring,2017,"Thursday, 6:00 -  9:00","Zhong, Yuan",20,45,0,15,50,0,17,48,0,17,48,N/A,24,41,0,28,37,0
40000-85,Operations Management: Business Process Fundamentals,Spring,2017,"Saturday, 9:00 - 12:00","Belavina, Elena",20,45,0,18,47,0,23,42,0,20,45,0,25,40,0,23,42,0
40108-01,Revenue Management,Spring,2017,"Wednesday, 8:30 - 11:30","Caldentey, Rene",49,16,0,65,CLO,1,65,CLO,N/A,65,CLO,N/A,61,4,0,65,CLO,1
40108-81,Revenue Management,Spring,2017,"Thursday, 6:00 -  9:00","Birge, John",16,49,0,14,51,0,14,51,N/A,14,51,N/A,12,53,0,13,52,0
40108-85,Revenue Management,Spring,2017,"Saturday, 1:30 -  4:30","Birge, John",19,46,0,22,43,0,23,42,0,23,42,N/A,24,41,0,21,44,0
40901-50,Special Topics Ops Mgt./Mgt. Science: Online Optimization and Decision Making under Uncertainty,Spring,2017,"Thursday, 9:00 - 12:00","Gupta, Varun",1,64,0,1,64,N/A,1,64,N/A,1,64,N/A,1,64,N/A,1,64,N/A
40907-50,Healthcare Operations,Spring,2017,"Tuesday, Wednesday, 9:00 - 10:30","Sandikçi, Burhaneddin",3,17,0,3,17,N/A,3,17,N/A,3,17,N/A,3,17,N/A,3,17,N/A
41000-81,Business Statistics,Spring,2017,"Thursday, 6:00 -  9:00","Hahn, P.",13,52,0,14,51,0,31,34,0,31,34,0,36,29,0,35,30,0
41000-85,Business Statistics,Spring,2017,"Saturday, 1:30 -  4:30","Hahn, P.",3,62,0,5,60,0,33,32,0,34,31,0,38,27,0,37,28,0
41100-81,Applied Regression Analysis,Spring,2017,"Friday, 6:00 -  9:00","Toulis, Panagiotis (Panos)",22,43,0,17,48,0,20,45,0,20,45,0,19,46,0,20,45,0
41100-85,Applied Regression Analysis,Spring,2017,"Saturday, 1:30 -  4:30","Toulis, Panagiotis (Panos)",9,56,0,10,55,0,20,45,0,22,43,0,28,37,0,28,37,0
